Lengua en Salsa,128,15,Beef tongue in a tomato sauce.
Pollo a la Brasa,128,18,Roasted chicken.
Ceviche de Atún,129,12,Ceviche of tuna.
Ceviche de Salmón,129,14,Ceviche of salmon.
Parrillada Mixta,129,25,A mix of grilled meats including chicken fish and shrimp.
Punta de Filete,130,25,A grilled filet mignon steak.
Mignon Wellington,130,30,A filet mignon steak wrapped in puff pastry and baked.
Carne Asada,130,20,Grilled skirt steak.
Carne Asada,131,15,Grilled steak with chimichurri sauce
Pollo a la Brasa,131,12,Roasted chicken with rice and beans
Papas Fritas,131,5,French fries with ketchup
Ceviche Mixto,132,10,Shrimp octopus and fish marinated in citrus juices
Lomo Saltado,132,15,Stir-fried beef with onions tomatoes and peppers
Arroz Chaufa,132,12,Fried rice with chicken or shrimp
Paella Valenciana,133,20,Spanish rice dish with seafood chicken and sausage
Fabada Asturiana,133,15,Bean stew with sausage ham and chorizo
Callos a la Madrileña,133,12,Tripe stew with white beans and chorizo
Carne al Trapo,134,15,Grilled meat wrapped in banana leaves
Picadillo,134,12,Ground beef stew with potatoes and raisins
Llajua,134,5,Chili sauce made with tomatoes onions and peppers
Arroz con Mariscos,135,15,Seafood rice dish with shrimp octopus and fish
Ceviche de Camarones,135,10,Shrimp ceviche with onions tomatoes and peppers
Lomo Saltado,135,15,Stir-fried beef with onions tomatoes and peppers
Pollo a la Brasa,136,12,Roasted chicken with rice and beans
Anticuchos,136,10,Beef heart skewers marinated in aji panca sauce
Papas Fritas,136,5,French fries with ketchup
Carne Asada,137,15,Grilled steak with chimichurri sauce
Pollo a la Brasa,137,12,Roasted chicken with rice and beans
Papas Fritas,137,5,French fries with ketchup
Arroz con Leche,138,10,Rice pudding with cinnamon and raisins
Tres Leches Cake,138,12,Cake soaked in three milks
Mango Sticky Rice,138,5,Sticky rice with mango and coconut milk
Falafel,139,10,Deep-fried balls of chickpeas and herbs
Hummus,139,5,Dip made with chickpeas tahini and lemon juice
Shawarma,139,15,Grilled meat with pita bread vegetables and sauce
Koshari,140,10,Egyptian dish of rice lentils macaroni and chickpeas topped with tomato sauce garlic vinegar and cumin
Ful Medames,140,5,Stewed fava beans with garlic lemon juice and olive oil
Tahini Sauce,140,5,Dip made with tahini lemon juice garlic and water
Falafel,141,3,Deep-fried balls of ground chickpeas fava beans and herbs.
Koshari,141,4,A dish of lentils rice macaroni chickpeas and tomato sauce.
Taameya,141,2,Falafel made with fava beans instead of chickpeas.
Ful Medames,142,3,A stew of fava beans cooked with garlic lemon juice and olive oil.
Molokhiya,142,4,A soup made with jute leaves garlic lemon juice and olive oil.
Kebab,142,2,A grilled meat dish typically made with lamb or beef.
Kafta,143,3,A grilled meatball dish made with ground beef lamb and spices.
Shawarma,143,4,A grilled meat dish made with lamb beef or chicken and then shaved off a vertical spit.
Falafel,143,2,Deep-fried balls of ground chickpeas fava beans and herbs.
Biryani,144,3,A rice dish made with meat vegetables and spices.
Naan,144,4,A flatbread made with wheat flour water and yeast.
Chicken Tikka Masala,144,2,A creamy curry made with chicken tikka tomatoes and spices.
Doro Wat,145,3,A stew made with chicken onions garlic ginger and spices.
Injera,145,4,A sourdough flatbread made with teff flour.
Misir Wot,145,2,A stew made with lentils onions garlic ginger and spices.
Tibs,146,3,A stir-fry made with beef or lamb onions garlic ginger and spices.
Yemisir Wot,146,4,A stew made with lentils onions garlic ginger and spices.
Ayib,146,2,A type of cheese made from cow's milk.
Doro Wat,147,3,A stew made with chicken onions garlic ginger and spices.
Injera,147,4,A sourdough flatbread made with teff flour.
Misir Wot,147,2,A stew made with lentils onions garlic ginger and spices.
Mylläri Burger,148,3,A burger made with beef cheddar cheese lettuce tomato onion and pickles.
Mylläri Pulled Pork,148,4,Pulled pork served with coleslaw and fries.
Mylläri Fish & Chips,148,2,Fish and chips served with tartar sauce and fries.
Kerttu's Pie,149,3,A pie made with seasonal fruit custard or cream.
Lohikeitto,149,4,A fish soup made with salmon potatoes carrots and onions.
Poronkäristys,149,2,A stew made with reindeer meat onions and spices.
Savulohi,150,3,Smoked salmon served with dill sauce and rye bread.
Karjalanpiirakka,150,4,A savory pie made with rye flour butter and milk.
Mansikkapiirakka,150,2,A sweet pie made with strawberries vanilla custard and whipped cream.
Escargots de Bourgogne,151,12,Snails cooked in garlic butter and parsley sauce.
Coq au Vin,151,24,Chicken stewed in red wine with bacon mushrooms and onions.
Soupe à l'oignon gratinée,151,10,Onion soup topped with Gruyère cheese and broiled until golden brown.
Tartare de boeuf,152,28,Raw beef steak tartare with shallots capers and Dijon mustard.
Choucroute garnie,152,32,Sauerkraut with smoked sausage pork and bacon.
Flammekueche,152,18,Alsatian tart with bacon onions and cheese.
Canard à l'orange,153,36,Duck roasted with orange sauce.
Tarte Tatin,153,16,Upside-down apple tart.
Soufflé au Grand Marnier,153,12,Sour cream soufflé with Grand Marnier sauce.
Côte de boeuf,154,52,Roast beef with béarnaise sauce.
Pavé de saumon,154,42,Pan-seared salmon fillet with dill sauce.
Soupe de poissons,154,18,Fish soup with shrimp mussels and scallops.
Bavette frites,155,20,Steak frites with fries.
Moules frites,155,18,Mussels steamed in white wine with fries.
Crêpes Suzette,155,12,Thin pancakes flambéed with orange liqueur.
Omble chevalier,156,48,Lake trout with beurre blanc sauce.
Filet de perche,156,36,Perch fillet with tartar sauce.
Fondue bourguignonne,156,32,Meat fondue with beef pork and lamb.
Thon grillé,157,24,Grilled tuna steak with lemon and herbs.
Bar à la plancha,157,28,Sea bass grilled on a plancha griddle.
Soupe de pistou,157,16,Vegetable soup with pistou (basil pesto).
Côte de veau,158,48,Veal chop with demi-glace sauce.
Filet mignon,158,42,Filet mignon with béarnaise sauce.
Soufflé au chocolat,158,12,Chocolate soufflé.
Aiguillette de canard,159,28,Duck confit with potatoes and carrots.
Cassoulet,159,32,Bean stew with duck sausage and pork.
Tarte aux fraises,159,16,Strawberry tart.
Khachapuri,160,12,Georgian cheese bread.
Lobio,160,10,Bean stew with herbs and spices.
Chhatapuri,160,8,Georgian flatbread with cheese.
Khinkali,161,10,Georgian dumplings filled with meat or cheese
Khachapuri,161,12,Georgian cheese bread
Lobio,161,8,Georgian bean stew
Khinkali,162,10,Georgian dumplings filled with meat or cheese
Khachapuri,162,12,Georgian cheese bread
Chhatschapuri,162,15,Georgian boat-shaped cheese bread
Schlossschnitzel,163,20,Schnitzel with a mushroom sauce
Forelle Müllerin Art,163,25,Pan-fried trout with a lemon sauce
Schweinsbraten mit Knödel,163,22,Roast pork with dumplings
Steak,164,30,Steak of your choice
Ribs,164,25,Baby back ribs
Salmon,164,28,Salmon fillet
Pasta all'arrabbiata,165,15,Pasta with a spicy tomato sauce
Pasta carbonara,165,18,Pasta with a creamy sauce made with eggs and bacon
Pasta alla Norma,165,17,Pasta with a tomato sauce and eggplant
Schweinsbraten mit Knödel,166,22,Roast pork with dumplings
Schweinebraten mit Soße,166,20,Roast pork with gravy
Schnitzel mit Pommes frites,166,20,Schnitzel with fries
Fischbrötchen,167,10,Fish sandwich
Steakbrötchen,167,12,Steak sandwich
Currywurst,167,8,Sausage with curry ketchup and curry powder
Schweinsbraten mit Knödel,168,22,Roast pork with dumplings
Schweinebraten mit Soße,168,20,Roast pork with gravy
Schnitzel mit Pommes frites,168,20,Schnitzel with fries
Käsespätzle,169,15,Spätzle with cheese
Sauerbraten,169,20,Braised beef with a sweet and sour sauce
Schweinsbraten mit Knödel,169,22,Roast pork with dumplings
Fischfilet mit Kartoffeln,170,18,Fish fillet with potatoes
Hähnchenfilet mit Pommes frites,170,16,Chicken fillet with fries
Schweinebraten mit Knödel,170,22,Roast pork with dumplings
Kölsch,171,4, A traditional German beer brewed in Düsseldorf.
Himmel und Erde,171,12, A traditional German dish of pork sausage sauerkraut and applesauce.
Schweinebraten mit Knödeln,171,18, A traditional German dish of roast pork with dumplings.
Ceviche Nikkei,172,15, A Peruvian dish of raw fish marinated in citrus juices chilies and onions.
Anticuchos de Corazón,172,12, A Peruvian dish of grilled beef heart skewers.
Lomo Saltado,172,18, A Peruvian dish of stir-fried beef onions tomatoes and peppers.
Arroz con Pato,173,15, A Colombian dish of rice with duck plantains and raisins.
Ajiaco Santafereño,173,12, A Colombian dish of chicken soup with potatoes corn and capers.
Bandeja Paisa,173,18, A Colombian dish of rice beans meat eggs plantains and arepas.
Callos a la Madrileña,174,15, A Spanish dish of tripe stew with white beans potatoes and chorizo.
Fabada Asturiana,174,12, A Spanish dish of bean stew with chorizo morcilla and panceta.
Paella Valenciana,174,18, A Spanish dish of rice with seafood chicken and vegetables.
Chicken Tikka Masala,175,15, A British dish of chicken in a creamy tomato sauce with spices.
Dal Makhani,175,12, A Punjabi dish of black lentils and kidney beans in a creamy tomato sauce with spices.
Naan,175,18, A leavened flatbread made from wheat flour water and yeast.
Tamarind Fish,176,15, A South Indian dish of fish in a tamarind sauce with spices.
Chicken Chettinad,176,12, A South Indian dish of chicken in a spicy curry with spices.
Vegetable Biryani,176,18, A South Indian dish of rice with vegetables spices and herbs.
Chicken Tikka,177,15, A North Indian dish of chicken marinated in yogurt and spices then grilled.
Lamb Rogan Josh,177,12, A North Indian dish of lamb in a creamy tomato sauce with spices.
Dal Makhani,177,18, A Punjabi dish of black lentils and kidney beans in a creamy tomato sauce with spices.
Chicken Biryani,178,15, A rice dish with chicken spices and herbs.
Veggie Biryani,178,12, A rice dish with vegetables spices and herbs.
Fish Biryani,178,18, A rice dish with fish spices and herbs.
Beef Stroganoff,179,15, A Russian dish of beef in a sour cream sauce with mushrooms.
Chicken Kiev,179,12, A Ukrainian dish of chicken cutlets stuffed with butter and herbs then breaded and fried.
Pelmeni,179,18, A Russian dumpling filled with meat cheese or vegetables.
Chicken Tikka Masala,180,15, A British dish of chicken in a creamy tomato sauce with spices.
Dal Makhani,180,12, A Punjabi dish of black lentils and kidney beans in a creamy tomato sauce with spices.
Naan,180,18, A leavened flatbread made from wheat flour water and yeast.
Chicken Tikka Masala,181,15,A creamy and flavorful dish made with chicken tikka tomatoes and spices.
Naan Bread,181,5,A soft and fluffy flatbread that is perfect for scooping up curries and other dishes.
Dal Makhani,181,12,A rich and creamy lentil dish that is perfect for vegetarians.
Tandoori Chicken,182,20,A succulent and flavorful chicken dish that is cooked in a tandoor oven.
Fish Curry,182,18,A flavorful and aromatic fish curry that is made with a variety of spices.
Vegetable Biryani,182,15,A flavorful and aromatic rice dish that is made with a variety of vegetables.
Mutton Biryani,183,25,A flavorful and aromatic rice dish that is made with mutton.
Chicken Tikka,183,20,A succulent and flavorful chicken dish that is marinated in yogurt and spices.
Naan Bread,183,5,A soft and fluffy flatbread that is perfect for scooping up curries and other dishes.
Chicken Biryani,184,18,A flavorful and aromatic rice dish that is made with chicken.
Mutton Korma,184,25,A creamy and flavorful dish made with mutton yogurt and spices.
Dal Makhani,184,12,A rich and creamy lentil dish that is perfect for vegetarians.
Chicken Tikka Masala,185,15,A creamy and flavorful dish made with chicken tikka tomatoes and spices.
Naan Bread,185,5,A soft and fluffy flatbread that is perfect for scooping up curries and other dishes.
Dal Makhani,185,12,A rich and creamy lentil dish that is perfect for vegetarians.
Hyderabadi Biryani,186,20,A flavorful and aromatic rice dish that is made with a variety of spices.
Chicken Tikka,186,20,A succulent and flavorful chicken dish that is marinated in yogurt and spices.
Naan Bread,186,5,A soft and fluffy flatbread that is perfect for scooping up curries and other dishes.
Idli,187,5,A soft and fluffy steamed rice cake that is perfect for breakfast.
Sambar,187,5,A flavorful and aromatic lentil soup that is perfect for breakfast.
Vada,187,5,A savory donut-shaped fritter that is made with lentils and spices.
Falafel,188,10,A crispy and flavorful deep-fried ball made with chickpeas parsley and spices.
Hummus,188,8,A creamy and flavorful dip made with chickpeas tahini and lemon juice.
Tabbouleh,188,7,A refreshing and flavorful salad made with bulgur wheat tomatoes cucumbers and parsley.
Vegetable Biryani,189,15,A flavorful and aromatic rice dish that is made with a variety of vegetables.
Chicken Tikka Masala,189,15,A creamy and flavorful dish made with chicken tikka tomatoes and spices.
Naan Bread,189,5,A soft and fluffy flatbread that is perfect for scooping up curries and other dishes.
Dosa,190,5,A thin and crispy crepe made with fermented rice and lentil batter.
Sambar,190,5,A flavorful and aromatic lentil soup that is perfect for breakfast.
Vada,190,5,A savory donut-shaped fritter that is made with lentils and spices.
Chicken Tikka Masala,191,15,A rich and creamy curry made with chicken tikka tomatoes and cream.
Lamb Rogan Josh,191,20,A hearty and flavorful curry made with lamb yogurt and spices.
Naan,191,5,A soft and fluffy flatbread that is perfect for scooping up curries.
Dosa,192,10,A thin and crispy crepe made from fermented rice and lentil batter.
Idli,192,7,A soft and fluffy steamed cake made from fermented rice and lentil batter.
Samosa,192,5,A savory pastry filled with potatoes peas and spices.
Biryani,193,18,A flavorful rice dish made with meat vegetables and spices.
Dal Makhani,193,12,A creamy and flavorful lentil dish made with black lentils kidney beans and spices.
Naan,193,5,A soft and fluffy flatbread that is perfect for scooping up curries.
Kheer,194,10,A sweet and creamy rice pudding made with milk sugar and nuts.
Jalebi,194,5,A deep-fried sweet made from batter that is twisted into spirals.
Ladoo,194,7,A sweet and chewy candy made from sugar milk and nuts.
Pav Bhaji,195,10,A savory dish made with mashed potatoes vegetables and spices.
Vada Pav,195,5,A savory snack made from a deep-fried potato fritter and a bun.
Bhel Puri,195,7,A savory snack made from puffed rice sev vegetables and tamarind chutney.
Dal Makhani,196,12,A creamy and flavorful lentil dish made with black lentils kidney beans and spices.
Chicken Tikka Masala,196,15,A rich and creamy curry made with chicken tikka tomatoes and cream.
Naan,196,5,A soft and fluffy flatbread that is perfect for scooping up curries.
Chicken Biryani,197,18,A flavorful rice dish made with chicken vegetables and spices.
Mutton Biryani,197,20,A flavorful rice dish made with lamb vegetables and spices.
Naan,197,5,A soft and fluffy flatbread that is perfect for scooping up curries.
Tandoori Chicken,198,15,Chicken that is marinated in yogurt and spices and then cooked in a tandoor oven.
Chicken Tikka Masala,198,15,A rich and creamy curry made with chicken tikka tomatoes and cream.
Naan,198,5,A soft and fluffy flatbread that is perfect for scooping up curries.
Chicken Biryani,199,18,A flavorful rice dish made with chicken vegetables and spices.
Mutton Biryani,199,20,A flavorful rice dish made with lamb vegetables and spices.
Naan,199,5,A soft and fluffy flatbread that is perfect for scooping up curries.
Dal Makhani,200,12,A creamy and flavorful lentil dish made with black lentils kidney beans and spices.
Chicken Tikka Masala,200,15,A rich and creamy curry made with chicken tikka tomatoes and cream.
Naan,200,5,A soft and fluffy flatbread that is perfect for scooping up curries.
Nasi Goreng Kampung,201,5,Aromatic fried rice with chicken vegetables and shrimp.
Ayam Goreng,201,6,Fried chicken with a crispy coating and juicy meat.
Soto Ayam,201,7,Chicken soup with rice noodles shredded chicken and vegetables.
Nasi Goreng Kambing,202,20,Fried rice with goat meat
Ayam Goreng,202,15,Fried chicken
Sate Ayam,202,10,Satay chicken
Soto Betawi,203,25,Beef soup with rice and blood
Gado-gado,203,20,Vegetable salad with peanut sauce
Es Campur,203,15,Fruit salad with shaved ice
Sate Padang,204,30,Beef satay with spicy sauce
Nasi Kapau,204,25,Rice with assorted side dishes
Gulai Kepala Ikan,204,35,Fish head curry
Soto Betawi,205,25,Beef soup with rice and blood
Nasi Goreng,205,20,Fried rice
Ayam Goreng,205,15,Fried chicken
Rujak Cingur,206,20,Cucumber salad with beef and tongue
Gado-gado,206,20,Vegetable salad with peanut sauce
Es Teler,206,15,Fruit salad with coconut milk
Soto Lamongan,207,20,Beef soup with rice and vermicelli
Nasi Goreng,207,15,Fried rice
Ayam Goreng,207,10,Fried chicken
Coto Makassar,208,10,A traditional soup of beef offal and spices from Makassar South Sulawesi Indonesia.
Sop Konro,208,15,A beef soup with blackened ribs from Makassar South Sulawesi Indonesia.
Ikan Pallu Basa,208,20,A steamed fish dish with a spicy coconut sauce from Makassar South Sulawesi Indonesia.
Nasi Goreng,209,5,Aromatic rice stir-fried with vegetables and choice of protein
Soto Ayam,209,6,Chicken soup with rice noodles shredded chicken and vegetables
Es Teler,209,4,Fruit salad with coconut milk jelly and syrup
Soto Makassar,210,7,Beef soup with rice noodles beef and vegetables
Bakso,210,5,Beef meatballs in soup with rice noodles and vegetables
Coto Makassar,210,8,Beef tripe soup with rice noodles and vegetables
Gheymeh Bademjan,211,10, Grilled eggplant with tomatoes onions and kidney beans
Fesenjan,211,15, A stew made with pomegranate molasses walnuts and chicken or duck
Khoresht Gheymeh,211,20, A stew made with kidney beans tomatoes and lamb or beef
Fesenjan,212,15, A stew made with pomegranate molasses walnuts and chicken or duck
Khoresht Gheymeh,212,20, A stew made with kidney beans tomatoes and lamb or beef
Chelow Kabab,212,25, Grilled skewered lamb or beef served with rice
Kabab Koobideh,213,20, Ground beef and lamb kebabs
Kabab Barg,213,25, Lamb chops
Kabab Torsh,213,20, Grilled lamb with tamarind sauce
Gheymeh Bademjan,214,10, Grilled eggplant with tomatoes onions and kidney beans
Fesenjan,214,15, A stew made with pomegranate molasses walnuts and chicken or duck
Khoresht Gheymeh,214,20, A stew made with kidney beans tomatoes and lamb or beef
Ash Reshteh,215,10, A noodle soup with herbs beans and lamb
Ghormeh Sabzi,215,15, A herb stew made with kidney beans tomatoes and lamb or beef
Fesenjan,215,20, A stew made with pomegranate molasses walnuts and chicken or duck
Jujeh Kabab,216,20, Grilled chicken kebabs
Gheymeh Bademjan,216,10, Grilled eggplant with tomatoes onions and kidney beans
Fesenjan,216,15, A stew made with pomegranate molasses walnuts and chicken or duck
Khoresht Gheymeh,217,20, A stew made with kidney beans tomatoes and lamb or beef
Gheymeh Bademjan,217,10, Grilled eggplant with tomatoes onions and kidney beans
Fesenjan,217,15, A stew made with pomegranate molasses walnuts and chicken or duck
Zereshk Polo,218,20, A rice dish with barberries saffron and chicken or beef
Ghormeh Sabzi,218,15, A herb stew made with kidney beans tomatoes and lamb or beef
Fesenjan,218,20, A stew made with pomegranate molasses walnuts and chicken or duck
Shish Kebab,219,20, Grilled skewered lamb or beef
Kabab Koobideh,219,20, Ground beef and lamb kebabs
Kabab Barg,219,25, Lamb chops
Mansaf,220,25, A traditional Jordanian dish made with lamb yogurt and rice
Kabsa,220,20, A traditional Saudi Arabian dish made with rice chicken and spices
Machboos,220,25, A traditional Emirati dish made with rice fish and spices
Chicken Shawarma,221,10,Grilled chicken with tahini sauce hummus and vegetables
Lamb Kebab,221,12,Grilled lamb with tzatziki sauce rice and salad
Falafel,221,8,Deep-fried chickpeas with tahini sauce hummus and vegetables
Hummus,222,6,Chickpeas blended with tahini lemon juice and garlic
Falafel,222,8,Deep-fried chickpeas with tahini sauce hummus and vegetables
Shawarma,222,10,Grilled meat with tahini sauce hummus and vegetables
Chicken Biryani,223,15,Chicken cooked with rice spices and herbs
Mutton Biryani,223,20,Mutton cooked with rice spices and herbs
Vegetable Biryani,223,12,Vegetables cooked with rice spices and herbs
Chicken Tikka Masala,224,15,Chicken cooked in a creamy tomato sauce with spices
Lamb Rogan Josh,224,20,Lamb cooked in a spicy tomato sauce with yogurt
Vegetable Korma,224,12,Vegetables cooked in a creamy coconut sauce with spices
Chicken Kabsa,225,15,Chicken cooked with rice spices and herbs
Mutton Kabsa,225,20,Mutton cooked with rice spices and herbs
Vegetable Kabsa,225,12,Vegetables cooked with rice spices and herbs
Pasta Carbonara,226,15,Pasta cooked with bacon eggs and Parmesan cheese
Pasta Arrabbiata,226,12,Pasta cooked with tomatoes garlic and chili peppers
Pasta Alfredo,226,10,Pasta cooked with cream Parmesan cheese and butter
Pizza Margherita,227,15,Pizza with tomato sauce mozzarella cheese and basil
Pizza Marinara,227,12,Pizza with tomato sauce garlic and oregano
Pizza Diavola,227,10,Pizza with tomato sauce mozzarella cheese and spicy salami
Spaghetti Bolognese,228,15,Spaghetti cooked with a meat sauce made with ground beef tomatoes and herbs
Spaghetti Carbonara,228,12,Spaghetti cooked with bacon eggs and Parmesan cheese
Spaghetti alle Vongole,228,10,Spaghetti cooked with clams garlic and white wine
Tiramisu,229,8,Ladyfingers soaked in coffee and layered with a creamy mascarpone filling
Cannoli,229,6,Cannoli shells filled with a sweet ricotta cheese filling
Profiteroles,229,10,Deep-fried pastry puffs filled with a creamy chocolate filling
Tiramisu,230,8,Ladyfingers soaked in coffee and layered with a creamy mascarpone filling
Cannoli,230,6,Cannoli shells filled with a sweet ricotta cheese filling
Profiteroles,230,10,Deep-fried pastry puffs filled with a creamy chocolate filling
Margherita,231,10,A classic Neapolitan pizza with fresh mozzarella tomatoes and basil.
Prosciutto e Funghi,231,15,A pizza topped with prosciutto mushrooms and mozzarella.
Pepperoni,231,12,A pizza topped with pepperoni mozzarella and red sauce.
Aloko,232,10,A traditional Ivorian dish made with beef tomatoes and onions.
Feuilleté d'Aloko,232,12,A flaky pastry filled with beef tomatoes and onions.
Aloko Soumbala,232,15,A traditional Ivorian dish made with beef tomatoes onions and soumbala (a fermented locust bean powder).
Coq au Vin,233,20,A classic French dish made with chicken red wine mushrooms and bacon.
Boeuf Bourguignon,233,25,A classic French dish made with beef red wine carrots and onions.
Tartare de Boeuf,233,22,A French dish made with raw ground beef shallots capers and Dijon mustard.
Poulet Yassa,234,15,A Senegalese dish made with chicken onions tomatoes and lemon juice.
Thieboudienne,234,20,A Senegalese dish made with rice fish vegetables and tomatoes.
Maffe,234,18,A Senegalese dish made with beef peanut butter and tomatoes.
Sushi Roll,235,10,A sushi roll made with rice seaweed and your choice of fillings.
Sashimi,235,15,A dish of thinly sliced raw fish.
Nigiri,235,12,A sushi roll made with rice and a single piece of raw fish.
Ebi Fry,236,10,A dish of fried shrimp with tempura batter.
Unagi Kabayaki,236,15,A dish of grilled eel glazed with sweet soy sauce.
Takoyaki,236,12,A ball of batter filled with octopus tempura flakes and mayonnaise.
Tonkotsu Ramen,237,15,A Japanese noodle soup made with pork broth noodles and toppings such as pork belly nori and scallions.
Shoyu Ramen,237,12,A Japanese noodle soup made with soy sauce broth noodles and toppings such as pork belly nori and scallions.
Miso Ramen,237,10,A Japanese noodle soup made with miso broth noodles and toppings such as pork belly nori and scallions.
Ippudo Hakata Classic,238,15,A tonkotsu ramen made with pork broth noodles and toppings such as pork belly nori and scallions.
Ippudo Karaka Men,238,12,A spicy tonkotsu ramen made with pork broth noodles and toppings such as pork belly nori and scallions.
Ippudo Shoyu Men,238,10,A shoyu ramen made with soy sauce broth noodles and toppings such as pork belly nori and scallions.
Aburi Salmon Nigiri,239,15,A sushi roll made with rice and a piece of salmon that has been seared with a torch.
Beef Tataki,239,12,A dish of thinly sliced beef that has been seared and served with ponzu sauce.
Edamame,239,10,A dish of steamed soybeans.
Udon,240,15,A thick Japanese noodle made with wheat flour.
Tempura,240,12,A dish of seafood or vegetables that have been battered and deep-fried.
Sushi,240,10,A dish of rice and raw fish.
Tonkotsu Ramen,241,10,A rich and flavorful tonkotsu broth with chewy noodles and tender pork belly.
Shoyu Ramen,241,9,A light and refreshing shoyu broth with thin noodles and a variety of toppings.
Miso Ramen,241,8,A hearty miso broth with thick noodles and a variety of toppings.
Tantanmen,242,12,A spicy and flavorful tantanmen broth with thick noodles and ground pork.
Shoyu Mazesoba,242,10,A light and refreshing shoyu broth with thin noodles and a variety of toppings.
Miso Mazesoba,242,9,A hearty miso broth with thick noodles and a variety of toppings.
Shio Ramen,243,8,A light and refreshing shio broth with thin noodles and a variety of toppings.
Miso Ramen,243,9,A hearty miso broth with thick noodles and a variety of toppings.
Tantanmen,243,12,A spicy and flavorful tantanmen broth with thick noodles and ground pork.
Tonkotsu Ramen,244,10,A rich and flavorful tonkotsu broth with chewy noodles and tender pork belly.
Shoyu Ramen,244,9,A light and refreshing shoyu broth with thin noodles and a variety of toppings.
Miso Ramen,244,8,A hearty miso broth with thick noodles and a variety of toppings.
Sukiyabashi Jiro Special Omakase,245,300,A 20-course omakase featuring the finest sushi and sashimi.
Sukiyabashi Jiro Special Omakase with A5 Wagyu,245,400,A 20-course omakase featuring the finest sushi and sashimi as well as A5 wagyu beef.
Sukiyabashi Jiro Special Omakase with Uni,245,500,A 20-course omakase featuring the finest sushi and sashimi as well as uni (sea urchin).
Katsu Curry,246,15,A delicious katsu curry with a flavorful curry sauce and a crispy katsu.
Katsudon,246,12,A hearty katsudon with a fried pork cutlet and a delicious egg on top.
Katsu Udon,246,10,A comforting katsu udon with a fried pork cutlet and a savory udon broth.
Okonomiyaki,247,10,A savory Japanese pancake with cabbage pork belly and a variety of toppings.
Takoyaki,247,5,A Japanese ball-shaped snack made with batter and octopus.
Oden,247,8,A Japanese hot pot dish with a variety of ingredients including fish cakes tofu and eggs.
Momoya Special Omakase,248,200,A 10-course omakase featuring the finest sushi and sashimi.
Momoya Special Omakase with A5 Wagyu,248,300,A 10-course omakase featuring the finest sushi and sashimi as well as A5 wagyu beef.
Momoya Special Omakase with Uni,248,400,A 10-course omakase featuring the finest sushi and sashimi as well as uni (sea urchin).
Okonomiyaki,249,10,A savory Japanese pancake with cabbage pork belly and a variety of toppings.
Takoyaki,249,5,A Japanese ball-shaped snack made with batter and octopus.
Oden,249,8,A Japanese hot pot dish with a variety of ingredients including fish cakes tofu and eggs.
Falafel,250,6,A delicious falafel with a crispy exterior and a fluffy interior.
Hummus,250,5,A creamy hummus with a flavorful tahini sauce.
Shawarma,250,10,A flavorful shawarma with a crispy exterior and a juicy interior.
Chicken Shawarma,251,5, Grilled chicken with tahini sauce hummus and vegetables.
Falafel,251,4, Deep-fried balls of chickpeas and herbs.
Hummus,251,3, Chickpea dip with tahini sauce garlic and lemon juice.
Mezze Platter,252,10, A selection of appetizers including hummus baba ganoush tabbouleh and falafel.
Kafta Kebab,252,12, Grilled ground beef and lamb kebabs.
Chicken Shawarma,252,10, Grilled chicken with tahini sauce hummus and vegetables.
Muffin,253,3, A small cake-like bread that is typically served for breakfast or brunch.
Latte,253,5, A coffee drink made with espresso and steamed milk.
Cappuccino,253,4, A coffee drink made with espresso steamed milk and foamed milk.
Nyama Choma,254,15, Grilled meat typically beef or goat.
Ugali,254,3, A thick maize-based porridge.
Sukuma Wiki,254,2, A dish of collard greens cooked with tomatoes onions and spices.
Nyama Choma,255,15, Grilled meat typically beef or goat.
Ugali,255,3, A thick maize-based porridge.
Sukuma Wiki,255,2, A dish of collard greens cooked with tomatoes onions and spices.
Hummus,256,5,A creamy chickpea dip with tahini garlic lemon juice and olive oil.
Falafel,256,7,Deep-fried balls of chickpeas and fava beans.
Shawarma,256,10,Grilled meat vegetables and spices wrapped in pita bread.
Mansaf,257,15,A traditional Jordanian dish of lamb cooked in a yogurt sauce.
Kabsa,257,12,A traditional Saudi Arabian dish of rice cooked with meat and spices.
Machboos,257,10,A traditional Emirati dish of rice cooked with meat and spices.
Falafel,258,5,Deep-fried balls of chickpeas and fava beans.
Shawarma,258,10,Grilled meat vegetables and spices wrapped in pita bread.
Hummus,258,5,A creamy chickpea dip with tahini garlic lemon juice and olive oil.
Quesadillas,259,10,A Mexican dish of tortillas filled with cheese and other ingredients then grilled.
Tacos,259,5,A Mexican dish of small tortillas filled with meat vegetables and other ingredients.
Burritos,259,12,A Mexican dish of a large tortilla filled with meat vegetables and other ingredients.
Tostada,260,8,A Mexican dish of a fried tortilla topped with meat vegetables and other ingredients.
Mole,260,15,A Mexican sauce made with chili peppers chocolate and spices.
Enchiladas,260,12,A Mexican dish of tortillas filled with meat vegetables and other ingredients then covered in sauce and cheese.
Crispy Pata,261,15,Deep-fried pork leg with adobo sauce
Mofongo,261,12,Fried plantains mashed with garlic chicharrones and pork rinds
Arroz Con Pollo,261,10,Rice with chicken vegetables and adobo sauce
Beef Tagine,262,20,Slow-cooked beef stew with preserved lemons olives and spices
Chicken Tagine,262,18,Slow-cooked chicken stew with preserved lemons olives and spices
Vegetable Tagine,262,16,Slow-cooked vegetable stew with preserved lemons olives and spices
